GEOID,NAME,TYPE,tot_popE_19,pop_3t4E_19,med_incE_19,giniE_19,less_hsE_19,hs_degE_19,ba_degE_19,his_popE_19,wh_popE_19,bl_popE_19,as_popE_19,rohhE_19,thhE_19,es_3t4E_19,empE_19,emp_pubtrE_19,pop_bpE_19,bp_u18E_19,pop_o25E_19,pop_u18E_19,pop_18t24E_19,wh_per_19,bl_per_19,as_per_19,his_per_19,emp_r_19,hs_18t24_per_19,es_3t4_per_19,emp_pubtr_per_19,bp_per_19,cbp_per_19,rohh_per_19,per_rohh,per_tot_pop,per_med_inc,per_gini,per_less_hs,per_hs_deg,per_ba_deg,per_wh,per_bl,per_as,per_his,per_emp_r,per_hs_18t24,per_es_3t4,per_emp_pubtr,per_bp,per_cbp
76036,ZCTA5 76036,ZIP,27056,643,76355,0.3762,958,3937,3623,5879,14520,5247,842,2237,8985,0,13110,22,1758,627,17303,7260,2493,0.536664695446481,0.193931105854524,0.03112063867534,0.217290065050266,0.82175,0.579221821099077,0,0.00167810831426392,0.0649763453577765,0.0863636363636364,0.248970506399555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76039,ZCTA5 76039,ZIP,36087,857,70748,0.3967,1614,4077,9087,7216,19461,3404,4407,8675,15082,137,20942,222,3255,913,25747,7851,2489,0.539280073156538,0.094327597195666,0.122121539612603,0.199961204866018,0.851,0.289272800321414,0.159859976662777,0.0106007067137809,0.0901986865076066,0.11629091835435,0.575188966980507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76040,ZCTA5 76040,ZIP,31519,842,56997,0.4068,1996,4240,5381,7096,12950,6498,3507,6354,11308,156,16494,254,3570,1299,20552,8345,2622,0.410863288809924,0.206161362987404,0.111266220375012,0.225134046130905,0.82675,0.340961098398169,0.185273159144893,0.0153995392263854,0.113265014753006,0.155662073097663,0.56190307746728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76041,ZCTA5 76041,ZIP,395,3,133629,0.2326,49,48,105,193,202,0,0,25,140,0,235,0,13,9,304,67,24,0.511392405063291,0,0,0.488607594936709,0.84675,0.75,0,0,0.0329113924050633,0.134328358208955,0.178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76044,ZCTA5 76044,ZIP,4401,80,69067,0.3782,218,969,295,981,3109,225,0,353,1650,2,2097,0,450,122,3061,927,413,0.706430356737105,0.0511247443762781,0,0.222903885480573,0.67075,0.658595641646489,0.025,0,0.102249488752556,0.131607335490831,0.213939393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76049,ZCTA5 76049,ZIP,29698,807,76113,0.4386,1400,4026,3938,3460,25437,3,364,1703,11237,78,12866,17,1992,542,21903,5837,1958,0.856522324735673,0.000101016903495185,0.0122567176240824,0.116506162031113,0.80725,0.392236976506639,0.0966542750929368,0.00132131198507695,0.0670752239208027,0.0928559191365427,0.151552905579781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76050,ZCTA5 76050,ZIP,6212,193,70234,0.3717,339,861,498,827,5151,44,9,416,2149,0,2778,0,505,134,4331,1427,454,0.829201545396008,0.00708306503541533,0.00144880875724404,0.133129426915647,0.80675,0.374449339207049,0,0,0.0812942691564714,0.0939032936229853,0.193578408562122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76051,ZCTA5 76051,ZIP,53291,1047,91131,0.4215,2067,4487,14821,11506,34532,2095,3530,9749,20644,156,30999,37,3000,842,36172,12130,4989,0.647989341539847,0.0393124542605693,0.0662400780619617,0.215908877671652,0.86,0.193225095209461,0.148997134670487,0.00119358688989967,0.0562946839053499,0.0694146743610882,0.472243751211006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76052,ZCTA5 76052,ZIP,22290,669,115397,0.4007,560,2796,4912,2637,17021,2029,343,716,7057,56,11155,0,1162,297,13912,6422,1956,0.763615971287573,0.0910273665320772,0.0153880663974877,0.118304172274563,0.84,0.399795501022495,0.0837070254110613,0,0.0521310004486317,0.0462472749922143,0.10145954371546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76053,ZCTA5 76053,ZIP,30765,1042,55711,0.4148,2125,4241,4348,8130,16377,3595,1429,4864,10861,134,15089,225,3760,1614,19908,8321,2536,0.532325694783033,0.116853567365513,0.0464488867219243,0.264261335933691,0.7945,0.317034700315457,0.128598848368522,0.0149115249519518,0.122216804810661,0.193967071265473,0.447840898628119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75001,ZCTA5 75001,ZIP,14992,118,72512,0.4074,438,1177,5647,3893,6460,2185,1495,6738,8129,11,10271,189,1626,409,11371,2198,1423,0.430896478121665,0.14574439701174,0.0997198505869797,0.259671824973319,0.8865,0.28109627547435,0.0932203389830508,0.0184013241164444,0.108457844183565,0.186078252957234,0.828884241604133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75002,ZCTA5 75002,ZIP,71253,2023,101429,0.4075,1841,5610,19303,9299,45520,7566,7123,4774,22414,372,35890,505,3474,1273,45454,19937,5862,0.638850294022708,0.106185002736727,0.0999677206573758,0.130506785679199,0.80225,0.350051177072671,0.183885318833416,0.0140707718027306,0.0487558418592901,0.063851131062848,0.212991880074953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75006,ZCTA5 75006,ZIP,51642,1165,64462,0.4272,5872,6856,8601,24910,17549,4497,3855,9172,18580,97,27635,588,5532,2397,34127,12879,4636,0.339820301305139,0.0870802834901824,0.0746485418845126,0.482359319933388,0.825,0.456859361518551,0.0832618025751073,0.0212773656594898,0.107122109910538,0.186116934544608,0.493649085037675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75007,ZCTA5 75007,ZIP,55500,998,86648,0.3819,2816,6846,14121,15532,24828,5014,8896,5396,19465,157,30858,581,3713,937,39188,11659,4653,0.447351351351351,0.0903423423423423,0.160288288288288,0.279855855855856,0.83025,0.390285837094348,0.157314629258517,0.0188281806986843,0.0669009009009009,0.0803670983789347,0.277215515026972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75009,ZCTA5 75009,ZIP,14089,653,111146,0.4595,755,1358,2694,2626,10111,1006,46,855,4207,54,6787,0,552,132,8924,4359,806,0.717652068989992,0.0714032223720633,0.00326495847824544,0.186386542692881,0.8335,0.253101736972705,0.0826952526799387,0,0.0391795017389453,0.0302821748107364,0.203232707392441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75010,ZCTA5 75010,ZIP,30406,737,85946,0.4121,905,2642,9591,4229,13076,4152,7886,6335,11834,136,17895,290,1898,409,21358,6342,2706,0.430046701308952,0.136551996316517,0.259356705913307,0.139084391238571,0.87125,0.305986696230599,0.184531886024423,0.0162056440346465,0.0624218904163652,0.0644906969410281,0.53532195369275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75013,ZCTA5 75013,ZIP,42629,1176,130509,0.4078,461,2223,15976,3503,24107,2414,11886,4077,14569,51,21655,348,1479,387,27256,12399,2974,0.565507049191865,0.0566281170095475,0.27882427455488,0.0821741068286847,0.80975,0.349697377269671,0.0433673469387755,0.0160701916416532,0.034694691407258,0.0312121945318171,0.279840757773354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75019,ZCTA5 75019,ZIP,42888,1387,118740,0.42,625,1695,18190,5619,23393,1956,10556,5013,16212,151,23420,286,1138,418,29239,11567,2082,0.545443947024809,0.0456071628427532,0.246129453460175,0.131015668718523,0.85125,0.362151777137368,0.108868060562365,0.0122117847993168,0.0265342286886775,0.0361372871098816,0.309215396002961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75022,ZCTA5 75022,ZIP,27201,774,162351,0.3785,427,1427,10507,3272,18803,764,3606,675,8372,75,13970,0,820,340,17152,8062,1987,0.691261350685637,0.0280872026763722,0.132568655564134,0.120289695231793,0.80625,0.572722697533971,0.0968992248062016,0,0.0301459505165251,0.0421731580253039,0.0806258958432871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75023,ZCTA5 75023,ZIP,50431,1178,90193,0.3932,1320,4021,14548,7146,29485,4677,7394,6989,18196,180,27262,416,3268,1049,35974,10417,4040,0.584660228827507,0.0927405762328726,0.14661616862644,0.141698558426365,0.835,0.328712871287129,0.152801358234295,0.0152593353385665,0.0648014118300252,0.100700777575118,0.384095405583645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75024,ZCTA5 75024,ZIP,43551,694,102524,0.4265,429,2186,20259,2972,19379,3505,16193,10329,17791,39,24456,236,1696,244,30617,9784,3150,0.444972560905605,0.0804803563638034,0.371816950242245,0.068241831416041,0.80275,0.25968253968254,0.0561959654178674,0.00964998364409552,0.0389428486142683,0.0249386753883892,0.580574447754483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75025,ZCTA5 75025,ZIP,53764,1272,118505,0.4173,780,2698,21081,4251,26769,3703,17466,5814,18662,8,27841,221,2114,502,36249,13600,3915,0.497898221858493,0.0688750836991295,0.324864221412097,0.079067777695112,0.82275,0.398467432950192,0.00628930817610063,0.00793793326389138,0.0393199910720929,0.0369117647058824,0.3115421712571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75028,ZCTA5 75028,ZIP,47804,1104,127931,0.3587,600,3023,16685,5112,34649,2179,4333,2809,16262,102,25470,82,1179,318,31738,12810,3256,0.724813823111037,0.045581959668647,0.0906409505480713,0.106936658020249,0.83175,0.442260442260442,0.0923913043478261,0.00321947389085198,0.0246632080997406,0.024824355971897,0.17273398106014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75032,ZCTA5 75032,ZIP,33080,610,109080,0.4446,1774,2457,8085,5888,23051,2168,1215,2009,11355,118,16510,149,1493,513,21637,8729,2714,0.696825876662636,0.0655380894800484,0.0367291414752116,0.177992744860943,0.80925,0.369196757553427,0.19344262295082,0.00902483343428225,0.0451330108827086,0.0587696185130026,0.176926464112726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75034,ZCTA5 75034,ZIP,108525,2871,117707,0.441,2120,4964,37351,14202,65819,7596,17561,12589,38172,367,53717,171,4418,1033,69175,31356,7994,0.606486984565768,0.0699930891499655,0.16181524994241,0.130863856254319,0.815,0.293470102576933,0.127830024381749,0.00318334977753784,0.0407095139368809,0.0329442530935068,0.329796709630095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75035,ZCTA5 75035,ZIP,75485,2368,134636,0.3591,1097,3375,28414,7549,38189,6710,20264,4993,24220,387,38216,155,2189,637,47289,24042,4154,0.505915082466715,0.0888918328144665,0.268450685566669,0.10000662383255,0.812,0.24699085219066,0.163429054054054,0.00405589281976136,0.0289991389017686,0.0264952998918559,0.206151940545004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75038,ZCTA5 75038,ZIP,29990,1055,61692,0.4329,1168,4142,8556,5747,5165,8488,9589,10291,12381,104,17228,413,4114,1363,19889,7083,3018,0.172224074691564,0.283027675891964,0.319739913304435,0.191630543514505,0.8055,0.359178263750828,0.0985781990521327,0.023972602739726,0.137179059686562,0.192432585062826,0.831192956950166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75039,ZCTA5 75039,ZIP,20108,504,92224,0.3909,112,920,10843,2297,5681,4162,7536,8514,10160,65,13295,129,740,137,15602,3417,1089,0.282524368410583,0.20698229560374,0.374776208474239,0.114233141038393,0.8535,0.242424242424242,0.128968253968254,0.00970289582549831,0.0368012731251243,0.0400936494000585,0.837992125984252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75040,ZCTA5 75040,ZIP,62417,1596,63924,0.3643,8822,7704,5973,30094,15194,7411,7711,5499,18295,220,30979,617,6717,2592,39110,16819,6488,0.243427271416441,0.118733678324815,0.123540061201275,0.482144287613951,0.797,0.342786683107275,0.137844611528822,0.0199167177765583,0.107614912603938,0.154111421606516,0.300573927302542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75041,ZCTA5 75041,ZIP,30880,887,50395,0.4555,5084,4117,1799,19722,7694,2204,696,3631,9199,143,14018,350,6763,3392,18165,9762,2953,0.249158031088083,0.0713730569948187,0.0225388601036269,0.638665803108808,0.76425,0.436166610226888,0.161217587373168,0.0249678984163219,0.219009067357513,0.347469780782627,0.394716817045331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75042,ZCTA5 75042,ZIP,39183,1146,50549,0.4062,7648,4484,2612,22234,7686,3874,4751,5462,11312,225,18183,553,7406,3658,23410,11748,4025,0.196156496439783,0.0988694076512773,0.121251563177909,0.567439961207667,0.7595,0.458136645962733,0.196335078534031,0.030413023153495,0.189010540285328,0.3113721484508,0.482850070721358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75043,ZCTA5 75043,ZIP,62601,1777,63331,0.3933,4929,7608,8178,19463,21514,14970,4691,8633,21088,321,30801,1115,6404,3035,40014,17278,5309,0.34366863149151,0.239133560166771,0.0749349051932078,0.310905576588233,0.8035,0.396308155961575,0.180641530669668,0.0362001233726178,0.102298685324516,0.175656904734344,0.409379742033384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75044,ZCTA5 75044,ZIP,43292,923,69254,0.4324,2874,5112,8743,9704,16703,6738,8408,4985,15333,123,22646,384,3919,1351,30015,9186,4091,0.38582186085189,0.15564076503742,0.194216021435831,0.224152268317472,0.8125,0.30261549743339,0.133261105092091,0.0169566369336748,0.0905248082786658,0.147071630742434,0.325115763386161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75048,ZCTA5 75048,ZIP,25598,504,102096,0.3561,1683,2859,4879,4317,14120,2490,3688,1028,8115,29,13389,135,777,189,16824,6551,2223,0.551605594187046,0.0972732244706618,0.144073755762169,0.16864598796781,0.78475,0.108861898335583,0.0575396825396825,0.0100829038763164,0.030353933901086,0.0288505571668448,0.12667898952557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75050,ZCTA5 75050,ZIP,43174,1335,58567,0.3937,5770,6523,4247,24640,9717,7148,1008,8219,14693,125,22113,177,6333,3062,26248,11934,4992,0.225066011951638,0.165562607124658,0.0233473850002316,0.570713855561218,0.807,0.341346153846154,0.0936329588014981,0.00800434133767467,0.146685505165146,0.256577844813139,0.559382018648336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75051,ZCTA5 75051,ZIP,40923,1270,42922,0.3925,6723,7173,1771,28746,5673,5157,960,6676,12754,240,17902,49,7903,3292,23837,12598,4488,0.138626200425189,0.126017154167583,0.0234586907118246,0.702441170002199,0.75175,0.422014260249554,0.188976377952756,0.00273712434364875,0.193118784057865,0.261311319257025,0.523443625529246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75052,ZCTA5 75052,ZIP,95495,2935,78660,0.3599,5722,13474,14464,35279,21785,26490,9202,7615,29675,474,48999,152,6780,2619,60549,26032,8914,0.228127127074716,0.277396722341484,0.0963610660243992,0.369432954604953,0.8255,0.284945030289432,0.161499148211244,0.00310210412457397,0.0709984815958951,0.100606945298095,0.256613310867734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75054,ZCTA5 75054,ZIP,11927,396,133802,0.2873,117,601,3817,2361,3508,4009,1388,443,3486,7,6258,0,573,219,7259,3930,738,0.294122579022386,0.336128112685504,0.116374612224365,0.197954221514211,0.88325,0.224932249322493,0.0176767676767677,0,0.0480422570638048,0.0557251908396947,0.127079747561675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75056,ZCTA5 75056,ZIP,60554,1642,89252,0.4202,2146,6166,17567,12733,32797,4991,8152,8333,22537,51,35823,151,3679,1511,41593,14704,4257,0.54161574792747,0.0824223007563497,0.134623641708227,0.21027512633352,0.88225,0.345313601127555,0.0310596833130329,0.00421516902548642,0.0607556891369687,0.102761153427639,0.369747526290101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75057,ZCTA5 75057,ZIP,14960,390,57216,0.3692,1924,1896,2205,6976,5207,1928,385,3242,5181,125,8355,125,2020,863,9462,3888,1610,0.348061497326203,0.128877005347594,0.0257352941176471,0.466310160427808,0.86375,0.392546583850932,0.320512820512821,0.0149611011370437,0.135026737967914,0.221965020576132,0.625747925110983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75058,ZCTA5 75058,ZIP,2666,52,98750,0.4543,90,345,525,291,2232,14,10,161,873,15,1183,0,169,19,1703,723,240,0.837209302325582,0.00525131282820705,0.00375093773443361,0.109152288072018,0.80375,0.408333333333333,0.288461538461538,0,0.063390847711928,0.0262793914246196,0.184421534936999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75060,ZCTA5 75060,ZIP,47764,1570,57907,0.4003,8763,6325,3858,30966,10490,2871,2735,5279,13818,179,22468,150,7259,3216,28588,14550,4626,0.219621472238506,0.0601080311531698,0.057260698433967,0.648312536638473,0.80725,0.449200172935582,0.114012738853503,0.00667616165212747,0.151976383887447,0.221030927835052,0.382037921551599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75061,ZCTA5 75061,ZIP,54520,2051,49400,0.3944,10186,7189,4220,36858,9997,4767,2189,10589,17245,292,26723,326,8792,4032,32319,16521,5680,0.183363903154806,0.0874358033749083,0.0401504035216434,0.676045487894351,0.828,0.504225352112676,0.142369575816675,0.0121992291284661,0.161261922230374,0.244053023424732,0.614033053058858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75062,ZCTA5 75062,ZIP,49306,1584,55392,0.4197,5682,6184,6747,23259,11807,7505,4875,9542,16177,43,24789,489,6005,2198,29923,13494,5889,0.239463756946416,0.152212712448789,0.0988723481929177,0.471727578793656,0.81725,0.334521990151129,0.0271464646464647,0.0197264915890113,0.121790451466353,0.162887209129984,0.589849786734252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75063,ZCTA5 75063,ZIP,40048,1022,96053,0.4086,610,1979,18677,3703,8836,5369,20316,9733,16119,132,22085,277,2497,509,27635,10024,2389,0.220635237714742,0.134064123052337,0.507291250499401,0.0924640431482221,0.794,0.185851820845542,0.129158512720157,0.0125424496264433,0.0623501797842589,0.0507781324820431,0.603821577020907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75065,ZCTA5 75065,ZIP,12640,422,75266,0.3829,822,2012,2046,2998,8370,522,417,1127,4561,16,6507,0,1159,155,9012,2875,753,0.662183544303797,0.0412974683544304,0.0329905063291139,0.237183544303797,0.7905,0.199203187250996,0.037914691943128,0,0.0916930379746836,0.0539130434782609,0.247094935321202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75067,ZCTA5 75067,ZIP,68196,2057,63939,0.374,5245,9038,14577,21383,27308,9362,7744,15230,24812,296,38570,232,6878,2628,45664,16686,5846,0.400434043052378,0.137280778931316,0.113555047216846,0.313552114493519,0.8305,0.378378378378378,0.143898881866796,0.00601503759398496,0.100856355211449,0.157497303128371,0.613815895534419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75068,ZCTA5 75068,ZIP,65991,2301,104692,0.3478,2403,6323,16672,14203,34872,10703,3347,3879,20590,275,34285,73,2966,1013,41204,20868,3919,0.528435695776697,0.162188783318937,0.0507190374445,0.215226318740434,0.832,0.241388109211534,0.119513255106475,0.00212921102522969,0.0449455228743313,0.048543224075139,0.188392423506557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75069,ZCTA5 75069,ZIP,37892,757,58106,0.5151,3978,4522,5817,13645,18405,4174,776,6784,13816,183,18110,52,5636,2185,25069,9137,3686,0.485722579964109,0.110155177873958,0.0204792568352159,0.360102396284176,0.7995,0.59631036353771,0.241743725231176,0.00287134180011044,0.148738520004223,0.239137572507388,0.491024898668211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75070,ZCTA5 75070,ZIP,104415,3361,102650,0.3932,1636,6420,31999,10366,67854,11402,11790,11169,36849,278,53155,366,3825,1017,67016,30249,7150,0.649849159603505,0.109198869894172,0.112914811090361,0.0992769238136283,0.8325,0.287552447552448,0.0827134781315085,0.0068855234690998,0.0366326677201552,0.0336209461469801,0.303101848082716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75071,ZCTA5 75071,ZIP,55570,1892,103982,0.3806,1698,4204,14214,9357,33824,6999,3445,4482,17814,372,27033,103,3528,1286,35093,16386,4091,0.608673744826345,0.12594925319417,0.0619938815907864,0.168382220622638,0.81375,0.437545832314838,0.19661733615222,0.00381015795509192,0.0634874932517545,0.0784816306603198,0.251599865274503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75074,ZCTA5 75074,ZIP,52259,1436,70680,0.4349,5452,5404,10652,19791,19309,5786,5763,8453,17907,191,28388,582,6356,2607,34085,12617,5557,0.369486595610326,0.110717771101628,0.110277655523451,0.378709887292141,0.823,0.463559474536621,0.133008356545961,0.0205016204029872,0.121624983256473,0.206625980819529,0.472050036298654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75075,ZCTA5 75075,ZIP,38283,878,80603,0.4241,1456,3265,9530,6204,24405,2448,4469,5435,14421,65,20600,418,3636,652,27148,7109,4026,0.637489224982368,0.0639448319097249,0.116735887992059,0.162056265182979,0.84725,0.364629905613512,0.0740318906605923,0.0202912621359223,0.0949768826894444,0.0917147278098185,0.37688093752167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75077,ZCTA5 75077,ZIP,37102,805,108687,0.4114,597,3102,9864,4707,26316,2337,2559,2436,12667,21,19564,178,1861,408,25407,8663,3032,0.709287909007601,0.0629885181391839,0.0689720230715325,0.126866476200744,0.8295,0.372691292875989,0.0260869565217391,0.00909834389695359,0.0501590210770309,0.0470968486667436,0.192310728665035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75078,ZCTA5 75078,ZIP,28803,1075,151066,0.3639,266,1693,9385,2113,22274,2115,1391,988,8486,118,13195,50,577,120,17190,9926,1687,0.773322223379509,0.0734298510571815,0.0482935805298059,0.07336041384578,0.794,0.358032009484292,0.109767441860465,0.00378931413414172,0.0200326354893588,0.0120894620189402,0.11642705632807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75080,ZCTA5 75080,ZIP,52531,1677,77736,0.4551,2565,2826,14808,12594,28903,4279,5557,8448,18856,202,25816,651,7310,1271,33072,11530,7929,0.550208448344787,0.0814566636843007,0.105785155432031,0.2397441510727,0.80425,0.228023710430067,0.120453190220632,0.0252169197396963,0.139155926976452,0.110234171725932,0.448027153160798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75081,ZCTA5 75081,ZIP,40265,1233,77174,0.4038,1748,3395,9711,6507,18793,6202,6969,6451,15029,211,20703,626,3929,1611,27816,9294,3155,0.466732894573451,0.154029554203402,0.173078355892214,0.161604371041848,0.81,0.296671949286846,0.171127331711273,0.0302371636960827,0.0975785421582019,0.173337637185281,0.42923680883625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75082,ZCTA5 75082,ZIP,23483,524,118929,0.3916,114,1106,8938,1589,13481,1763,5986,2116,8410,57,12246,380,1093,242,16265,5255,1963,0.57407486266661,0.0750755865945578,0.254907805646638,0.0676659711280501,0.82625,0.115129903209373,0.108778625954198,0.0310305405846807,0.0465443086488098,0.0460513796384396,0.251605231866825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75087,ZCTA5 75087,ZIP,35157,961,103423,0.369,707,2336,8991,4280,27880,1125,913,2336,12415,91,16736,107,1218,474,23237,9265,2655,0.793014193474984,0.0319993173478966,0.0259692237676707,0.12173962511022,0.82075,0.295291902071563,0.0946930280957336,0.0063934034416826,0.034644594248656,0.0511602806260119,0.188159484494563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75088,ZCTA5 75088,ZIP,26039,623,93703,0.3488,953,3418,5179,5027,15753,3089,1173,1312,9177,30,13971,155,1434,456,18613,5821,1605,0.604977149660125,0.118629747686163,0.0450478128960406,0.193056568992665,0.83,0.662928348909657,0.0481540930979133,0.0110944098489729,0.0550712392949038,0.0783370554887476,0.142966110929498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75089,ZCTA5 75089,ZIP,36324,1128,107111,0.3572,1131,4403,7725,7419,17263,7205,3431,1610,11492,91,19234,340,2512,923,23997,9756,2571,0.475250523070146,0.198353705539038,0.0944554564475278,0.204245127188636,0.821,0.609101516919487,0.0806737588652482,0.0176770302589165,0.0691553793635062,0.0946084460844608,0.140097459101984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75093,ZCTA5 75093,ZIP,46788,786,112930,0.482,461,1764,19215,2778,30989,3795,7687,6830,18802,40,24463,180,2309,352,33973,9948,2867,0.662327947336924,0.0811105411644011,0.164294263486364,0.0593741985124391,0.8155,0.28950122078828,0.0508905852417303,0.00735805093406369,0.0493502607506198,0.035383996783273,0.36325922774173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75094,ZCTA5 75094,ZIP,23239,882,125990,0.3644,472,1568,7296,1343,11130,3656,6379,931,6133,155,10623,185,950,154,14139,7655,1445,0.478936270923878,0.157321743620638,0.274495460217737,0.0577907827359181,0.754,0.366782006920415,0.175736961451247,0.0174150428315918,0.0408795559189294,0.0201175702155454,0.151801728354802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76054,ZCTA5 76054,ZIP,12280,282,100988,0.3772,233,877,3216,1319,9381,421,708,641,4381,15,6091,96,475,143,8813,2862,605,0.763925081433225,0.0342833876221498,0.0576547231270358,0.107410423452769,0.84925,0.251239669421488,0.0531914893617021,0.0157609587916598,0.0386807817589577,0.0499650593990217,0.146313627025793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76055,ZCTA5 76055,ZIP,2811,81,55208,0.4562,203,416,196,713,1816,199,0,272,1021,13,1150,0,424,204,1980,627,204,0.646033440056919,0.0707933119886161,0,0.253646389185343,0.79725,0.333333333333333,0.160493827160494,0,0.150836001422981,0.325358851674641,0.266405484818805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
